nation,lsoa,overall_local_score,income_score,employment_score,GB_IMD_E_score,original_decile,E_expanded_decile,GB_IMD_E_rank,GB_IMD_E_pop_decile,GB_IMD_E_pop_quintile
W,W01000314,23.1,18.0,14.0,27.47517762761055,4,3.0,11778.0,3,2
E,E01005495,27.475,13.4,13.5,27.475,3,3.0,11780.0,3,2
E,E01023357,27.475,18.9,13.3,27.475,3,3.0,11780.0,3,2
E,E01001717,27.475,16.2,11.200000000000001,27.475,3,3.0,11780.0,3,2
E,E01001141,27.47,18.7,12.8,27.47,3,3.0,11782.0,3,2
E,E01031856,27.469,18.3,16.0,27.469,3,3.0,11783.0,3,2
E,E01008952,27.467,11.5,8.799999999999999,27.467,3,3.0,11784.5,3,2
E,E01015069,27.467,13.8,13.0,27.467,3,3.0,11784.5,3,2
E,E01003950,27.465,18.9,13.600000000000001,27.465,3,3.0,11786.0,3,2
E,E01017568,27.463,16.1,12.0,27.463,3,3.0,11787.0,3,2
W,W01001665,24.3,21.0,10.0,27.462534832034258,4,3.0,11788.0,3,2
E,E01020229,27.462,11.5,14.799999999999999,27.462,3,3.0,11789.0,3,2
W,W01000747,24.3,18.0,9.0,27.461024131105525,4,3.0,11790.0,3,2
E,E01013553,27.459,14.899999999999999,13.0,27.459,3,3.0,11791.0,3,2
E,E01028306,27.458,15.6,12.1,27.458,3,3.0,11792.0,3,2
E,E01027196,27.457,15.5,11.3,27.457,3,3.0,11793.0,3,2
S,S01010140,28.43563220081297,16.0,12.0,27.45587946915606,3,3.0,11794.0,3,2
S,S01007498,27.531274179896545,15.0,10.0,27.45434204112438,3,3.0,11795.0,3,2
E,E01001117,27.454,13.600000000000001,9.1,27.454,3,3.0,11796.0,3,2
E,E01003977,27.452,17.0,11.600000000000001,27.452,3,3.0,11797.0,3,2
E,E01029804,27.45,13.5,13.5,27.45,3,3.0,11798.5,3,2
E,E01020893,27.45,16.2,15.8,27.45,3,3.0,11798.5,3,2
S,S01007491,28.796346789122424,18.0,12.0,27.448447660715118,3,3.0,11800.0,3,2
E,E01012292,27.447,16.3,16.6,27.447,3,3.0,11801.0,3,2
W,W01000763,24.2,20.0,10.0,27.444238140962707,4,3.0,11802.0,3,2
E,E01006335,27.444,17.4,13.100000000000001,27.444,3,3.0,11803.0,3,2
E,E01005833,27.443,13.0,12.8,27.443,3,3.0,11804.5,3,2
E,E01024392,27.443,16.2,11.4,27.443,3,3.0,11804.5,3,2
E,E01001190,27.441,17.5,11.3,27.441,3,3.0,11806.0,3,2
E,E01008247,27.439,19.900000000000002,15.9,27.439,3,3.0,11807.0,3,2
W,W01001450,23.3,18.0,13.0,27.4348735472516,4,3.0,11808.0,3,2
S,S01011623,28.599114030243552,17.0,12.0,27.430407521142648,3,3.0,11809.0,3,2
E,E01026631,27.43,13.8,11.799999999999999,27.43,3,3.0,11810.5,3,2
E,E01007374,27.43,11.1,15.6,27.43,3,3.0,11810.5,3,2
S,S01009152,29.31795054313299,17.0,14.0,27.429003089297765,3,3.0,11812.0,3,2
E,E01019126,27.429,18.2,14.399999999999999,27.429,3,3.0,11813.0,3,2
S,S01009415,29.14042930234757,18.0,13.0,27.427974427725218,3,3.0,11814.0,3,2
E,E01012651,27.423,13.8,11.5,27.423,3,3.0,11815.5,3,2
E,E01014153,27.423,16.400000000000002,15.4,27.423,3,3.0,11815.5,3,2
S,S01011705,28.77572754009204,18.0,12.0,27.42186508700734,3,3.0,11817.0,3,2
E,E01025300,27.421,16.2,16.7,27.421,3,3.0,11818.5,3,2
E,E01016070,27.421,13.200000000000001,11.799999999999999,27.421,3,3.0,11818.5,3,2
E,E01030276,27.42,13.8,11.899999999999999,27.42,3,3.0,11820.5,3,2
E,E01006425,27.42,16.3,14.6,27.42,3,3.0,11820.5,3,2
S,S01010471,28.60283701355157,21.0,10.0,27.41840555714536,3,3.0,11822.0,3,2
E,E01004409,27.417,17.5,10.100000000000001,27.417,3,3.0,11823.0,3,2
W,W01000306,23.6,22.0,13.0,27.414376858892926,4,3.0,11824.0,3,2
S,S01009852,27.859723580591247,15.0,11.0,27.41371441912109,3,3.0,11825.0,3,2
E,E01025172,27.411,16.2,13.600000000000001,27.411,3,3.0,11826.0,3,2
S,S01009179,29.12067570570873,16.0,14.0,27.410908701579178,3,3.0,11827.0,3,2
W,W01000132,22.3,18.0,17.0,27.408722963397672,4,3.0,11828.0,3,2
E,E01008605,27.408,17.599999999999998,14.6,27.408,3,3.0,11829.0,3,2
E,E01004063,27.404,14.799999999999999,9.5,27.404,3,3.0,11830.0,3,2
S,S01007840,29.658456569701816,17.0,15.0,27.403919008453208,3,3.0,11831.0,3,2
S,S01008652,30.01797685547273,17.0,16.0,27.40334832991508,3,3.0,11832.0,3,2
S,S01012571,28.21118426188185,15.0,12.0,27.40275320551364,3,3.0,11833.0,3,2
E,E01025099,27.402,11.3,9.8,27.402,3,3.0,11834.5,3,2
E,E01017971,27.402,18.8,14.2,27.402,3,3.0,11834.5,3,2
E,E01010218,27.399,15.9,15.4,27.399,3,3.0,11836.0,3,2
W,W01000913,23.1,16.0,13.0,27.398280165108503,4,3.0,11837.0,3,2
E,E01004041,27.397,15.9,10.100000000000001,27.397,3,3.0,11838.0,3,2
S,S01011439,27.670034798815543,16.0,10.0,27.39699922334257,3,3.0,11839.0,3,2
S,S01012884,30.01933497628085,19.0,15.0,27.396698396415182,3,3.0,11840.0,3,2
S,S01012977,28.02954483690956,16.0,11.0,27.396415333381174,3,3.0,11841.0,3,2
E,E01008659,27.396,21.5,16.2,27.396,3,3.0,11842.0,3,2
S,S01011712,29.11556007051036,18.0,13.0,27.395912727156286,3,3.0,11843.0,3,2
E,E01011546,27.395,15.299999999999999,10.4,27.395,3,3.0,11844.5,3,2
E,E01011908,27.395,12.8,11.799999999999999,27.395,3,3.0,11844.5,3,2
E,E01032743,27.393,18.9,11.899999999999999,27.393,3,3.0,11847.0,3,2
E,E01003564,27.393,16.2,9.2,27.393,3,3.0,11847.0,3,2
E,E01027336,27.393,17.2,12.7,27.393,3,3.0,11847.0,3,2
W,W01000749,23.9,17.0,10.0,27.38934806774806,4,3.0,11849.0,3,2
E,E01016442,27.388,18.6,9.8,27.388,3,3.0,11850.0,3,2
E,E01013939,27.381,16.3,16.3,27.381,3,3.0,11851.0,3,2
E,E01024866,27.378,18.5,16.400000000000002,27.378,3,3.0,11852.0,3,2
W,W01000589,23.4,20.0,13.0,27.377783476749826,4,3.0,11853.0,3,2
E,E01005294,27.375,11.700000000000001,11.700000000000001,27.375,3,3.0,11854.0,3,2
S,S01010556,29.64202342481816,19.0,14.0,27.37433236998847,3,3.0,11855.0,3,2
E,E01002043,27.374,15.4,9.0,27.374,3,3.0,11856.0,3,2
S,S01009853,28.18884149163137,15.0,12.0,27.373948648366863,3,3.0,11857.0,3,2
S,S01008934,29.28157721662272,19.0,13.0,27.373709338655722,3,3.0,11858.0,3,2
E,E01031556,27.373,14.899999999999999,10.7,27.373,3,3.0,11859.0,3,2
E,E01023348,27.372,19.0,10.8,27.372,3,3.0,11860.0,3,2
E,E01003439,27.369,15.7,9.2,27.369,3,3.0,11861.0,3,2
E,E01015856,27.368,15.2,11.899999999999999,27.368,3,3.0,11862.5,3,2
E,E01027035,27.368,14.499999999999998,12.2,27.368,3,3.0,11862.5,3,2
E,E01010848,27.367,14.000000000000002,11.200000000000001,27.367,3,3.0,11864.0,3,2
E,E01022375,27.365,18.099999999999998,13.3,27.365,3,3.0,11865.5,3,2
E,E01026131,27.365,16.7,13.700000000000001,27.365,3,3.0,11865.5,3,2
E,E01025192,27.364,12.6,9.0,27.364,3,3.0,11867.0,3,2
E,E01026969,27.358,14.499999999999998,12.4,27.358,3,3.0,11868.5,3,2
E,E01001954,27.358,19.900000000000002,11.700000000000001,27.358,3,3.0,11868.5,3,2
E,E01016452,27.356,13.8,11.200000000000001,27.356,3,3.0,11870.5,3,2
E,E01003960,27.356,14.499999999999998,7.9,27.356,3,3.0,11870.5,3,2
E,E01014564,27.355,17.5,10.2,27.355,3,3.0,11872.0,3,2
E,E01014129,27.351,16.0,17.2,27.351,3,3.0,11873.0,3,2
E,E01003315,27.35,16.8,8.5,27.35,3,3.0,11874.0,3,2
S,S01008015,29.43938129535109,18.0,14.0,27.349318407452735,3,3.0,11875.0,3,2
E,E01003539,27.345,16.6,8.6,27.345,3,3.0,11877.0,3,2
E,E01010323,27.345,18.099999999999998,12.6,27.345,3,3.0,11877.0,3,2
E,E01011049,27.345,13.900000000000002,10.0,27.345,3,3.0,11877.0,3,2
E,E01028020,27.344,12.9,11.899999999999999,27.344,3,3.0,11879.0,3,2
E,E01032524,27.343,12.8,7.7,27.343,3,3.0,11880.0,3,2
E,E01029186,27.341,20.0,14.799999999999999,27.341,3,3.0,11881.5,3,2
E,E01023336,27.341,15.1,10.6,27.341,3,3.0,11881.5,3,2
E,E01012511,27.338,14.399999999999999,9.4,27.338,3,3.0,11883.0,3,2
E,E01009629,27.337,19.400000000000002,9.4,27.337,3,3.0,11884.0,3,2
E,E01026683,27.336,14.899999999999999,11.3,27.336,3,3.0,11885.5,3,2
E,E01013863,27.336,18.0,14.899999999999999,27.336,3,3.0,11885.5,3,2
E,E01002211,27.335,19.3,13.600000000000001,27.335,3,3.0,11887.0,3,2
E,E01009597,27.334,18.8,11.700000000000001,27.334,3,3.0,11888.0,3,2
E,E01002771,27.333,19.900000000000002,11.5,27.333,3,3.0,11889.0,3,2
E,E01018446,27.332,15.4,12.3,27.332,3,3.0,11890.0,3,2
E,E01014072,27.331,15.4,10.299999999999999,27.331,3,3.0,11891.0,3,2
E,E01003493,27.328,15.7,9.0,27.328,3,3.0,11893.5,3,2
E,E01002703,27.328,22.1,11.1,27.328,3,3.0,11893.5,3,2
E,E01000718,27.328,17.5,11.200000000000001,27.328,3,3.0,11893.5,3,2
E,E01003615,27.328,16.5,9.3,27.328,3,3.0,11893.5,3,2
E,E01004045,27.322,21.7,14.000000000000002,27.322,3,3.0,11896.0,3,2
E,E01017185,27.321,16.5,10.5,27.321,3,3.0,11897.5,3,2
E,E01004921,27.321,13.900000000000002,13.8,27.321,3,3.0,11897.5,3,2
S,S01012830,29.60039107901255,19.0,14.0,27.320659469516954,3,3.0,11899.0,3,2
E,E01013524,27.32,12.4,6.6000000000000005,27.32,3,3.0,11900.0,3,2
E,E01010113,27.316,17.0,15.7,27.316,3,3.0,11901.0,3,2
E,E01033583,27.315,12.7,5.4,27.315,3,3.0,11902.0,3,2
S,S01013406,29.05226474564349,18.0,13.0,27.314311664181016,3,3.0,11903.0,3,2
E,E01004573,27.314,13.900000000000002,9.9,27.314,3,3.0,11904.0,3,2
E,E01018790,27.313,19.7,14.799999999999999,27.313,3,3.0,11905.5,3,2
E,E01021490,27.313,17.2,14.000000000000002,27.313,3,3.0,11905.5,3,2
E,E01009770,27.311,18.2,14.399999999999999,27.311,3,3.0,11907.0,3,2
E,E01021342,27.31,17.8,10.2,27.31,3,3.0,11908.0,3,2
S,S01008702,25.978093680609984,15.0,6.0,27.308237337506604,4,3.0,11909.0,3,2
S,S01012631,28.68077548427632,16.0,13.0,27.307852639822382,3,3.0,11910.0,3,2
E,E01019838,27.306,16.900000000000002,12.8,27.306,3,3.0,11911.0,3,2
E,E01009001,27.305,11.4,10.7,27.305,3,3.0,11912.0,3,2
E,E01003162,27.304,19.3,10.8,27.304,3,3.0,11913.0,3,2
E,E01023757,27.303,17.7,11.4,27.303,3,3.0,11914.0,3,2
E,E01006878,27.301,15.7,14.799999999999999,27.301,3,3.0,11915.5,3,2
E,E01004012,27.301,19.5,11.3,27.301,3,3.0,11915.5,3,2
E,E01006272,27.299,13.0,11.799999999999999,27.299,3,3.0,11917.0,3,2
E,E01000642,27.298,17.7,10.100000000000001,27.298,3,3.0,11918.0,3,2
W,W01000063,23.8,17.0,10.0,27.2956646151032,4,3.0,11919.0,3,2
E,E01014646,27.295,13.100000000000001,11.899999999999999,27.295,3,3.0,11920.0,3,2
S,S01010479,29.03577014393652,18.0,13.0,27.293046633383344,3,3.0,11921.0,3,2
E,E01031473,27.292,20.200000000000003,11.4,27.292,3,3.0,11922.0,3,2
S,S01012905,28.84960301311138,17.0,13.0,27.289272429147694,3,3.0,11923.0,3,2
E,E01022159,27.289,16.900000000000002,10.9,27.289,3,3.0,11924.0,3,2
E,E01032365,27.285,17.5,13.600000000000001,27.285,3,3.0,11925.0,3,2
E,E01001956,27.284,18.8,14.399999999999999,27.284,3,3.0,11926.0,3,2
E,E01024176,27.283,14.7,9.9,27.283,3,3.0,11927.0,3,2
E,E01016505,27.281,14.499999999999998,10.299999999999999,27.281,3,3.0,11928.0,3,2
E,E01004367,27.28,13.900000000000002,9.8,27.28,3,3.0,11929.0,3,2
S,S01009275,29.01245955567175,14.0,15.0,27.279796031113342,3,3.0,11930.0,3,2
E,E01017580,27.277,17.0,9.4,27.277,3,3.0,11931.0,3,2
E,E01006002,27.275,14.7,9.9,27.275,3,3.0,11932.5,3,2
E,E01007765,27.275,16.2,12.1,27.275,3,3.0,11932.5,3,2
S,S01011427,28.83666591640652,17.0,13.0,27.272593774837112,3,3.0,11934.0,3,2
E,E01018784,27.269,10.7,8.799999999999999,27.269,3,3.0,11935.0,3,2
S,S01007370,30.81638539009252,18.0,18.0,27.26829445800994,3,3.0,11936.0,3,2
E,E01024103,27.265,17.599999999999998,11.1,27.265,3,3.0,11937.0,3,2
E,E01013134,27.262,19.8,14.299999999999999,27.262,3,3.0,11938.0,3,2
S,S01009300,29.548352782710285,17.0,15.0,27.26197193613769,3,3.0,11939.0,3,2
E,E01009894,27.261,20.0,13.3,27.261,3,3.0,11940.0,3,2
E,E01012714,27.26,13.200000000000001,11.1,27.26,3,3.0,11941.0,3,2
E,E01024487,27.259,13.900000000000002,13.600000000000001,27.259,3,3.0,11942.0,3,2
S,S01008531,29.5458347167566,17.0,15.0,27.258725616462502,3,3.0,11943.0,3,2
E,E01011258,27.258,22.6,12.2,27.258,3,3.0,11944.0,3,2
E,E01009553,27.253,9.9,6.7,27.253,3,3.0,11945.0,3,2
E,E01023951,27.251,16.6,15.5,27.251,3,3.0,11946.0,3,2
E,E01007114,27.248,19.7,14.2,27.248,3,3.0,11947.0,3,2
S,S01010315,29.19701782911451,23.0,11.0,27.247892723801783,3,3.0,11948.0,3,2
E,E01015439,27.247,17.8,11.700000000000001,27.247,3,3.0,11949.0,3,2
E,E01009078,27.246,12.9,8.1,27.246,3,3.0,11950.0,3,2
E,E01006043,27.245,12.1,11.1,27.245,3,3.0,11951.0,3,2
E,E01003631,27.243,17.599999999999998,8.799999999999999,27.243,3,3.0,11952.0,3,2
E,E01010434,27.242,18.8,13.0,27.242,3,3.0,11953.0,3,2
E,E01025950,27.24,18.099999999999998,13.600000000000001,27.24,3,3.0,11954.0,3,2
S,S01011041,28.9945673447482,18.0,13.0,27.239927509365966,3,3.0,11955.0,3,2
E,E01021565,27.239,19.6,12.9,27.239,3,3.0,11956.5,3,2
E,E01004200,27.239,14.000000000000002,6.2,27.239,3,3.0,11956.5,3,2
E,E01029985,27.238,12.8,11.3,27.238,3,3.0,11958.0,3,2
E,E01002728,27.235,15.0,9.5,27.235,3,3.0,11959.0,3,2
E,E01008678,27.23,17.2,12.5,27.23,3,3.0,11960.5,3,2
E,E01027612,27.23,18.0,13.600000000000001,27.23,3,3.0,11960.5,3,2
E,E01030160,27.228,17.2,15.0,27.228,3,3.0,11962.0,3,2
E,E01031975,27.223,15.0,11.1,27.223,3,3.0,11963.0,3,2
E,E01011469,27.222,12.5,9.0,27.222,3,3.0,11964.5,3,2
E,E01001805,27.222,13.700000000000001,8.0,27.222,3,3.0,11964.5,3,2
E,E01006341,27.219,20.5,15.4,27.219,3,3.0,11966.0,3,2
E,E01033578,27.216,9.3,5.3,27.216,3,3.0,11967.0,3,2
E,E01021090,27.215,16.2,13.5,27.215,3,3.0,11968.0,3,2
E,E01010919,27.214,19.3,15.5,27.214,3,3.0,11969.5,3,2
E,E01032867,27.214,7.3,5.1,27.214,3,3.0,11969.5,3,2
E,E01031115,27.213,16.7,11.700000000000001,27.213,3,3.0,11971.0,3,2
E,E01025111,27.212,14.299999999999999,12.3,27.212,3,3.0,11972.0,3,2
E,E01000908,27.211,20.1,15.5,27.211,3,3.0,11974.0,3,2
E,E01029725,27.211,12.8,13.0,27.211,3,3.0,11974.0,3,2
E,E01029072,27.211,19.0,12.8,27.211,3,3.0,11974.0,3,2
E,E01014815,27.21,19.3,16.5,27.21,3,3.0,11976.0,3,2
E,E01003482,27.209,10.9,6.1,27.209,3,3.0,11977.5,3,2
E,E01012470,27.209,16.5,13.8,27.209,3,3.0,11977.5,3,2
E,E01010149,27.206,13.0,12.8,27.206,3,3.0,11979.0,3,2
E,E01008455,27.205,17.9,12.6,27.205,3,3.0,11980.0,3,2
S,S01008140,28.790525542735757,19.0,12.0,27.204708234325885,3,3.0,11981.0,3,2
E,E01021800,27.203,7.6,6.6000000000000005,27.203,3,3.0,11982.5,3,2
E,E01018402,27.203,12.3,13.3,27.203,3,3.0,11982.5,3,2
E,E01005036,27.201,18.3,16.5,27.201,3,3.0,11984.0,3,2
E,E01017105,27.2,11.4,8.1,27.2,3,3.0,11985.0,3,2
E,E01033038,27.197,16.900000000000002,10.9,27.197,3,3.0,11986.5,3,2
E,E01013926,27.197,12.6,7.6,27.197,3,3.0,11986.5,3,2
E,E01004169,27.196,19.5,11.3,27.196,3,3.0,11988.5,3,2
E,E01027056,27.196,16.2,12.2,27.196,3,3.0,11988.5,3,2
W,W01000894,22.8,15.0,13.0,27.192616568747223,4,3.0,11990.0,3,2
E,E01024742,27.192,20.1,12.3,27.192,3,3.0,11991.0,3,2
S,S01010470,28.7736932671868,17.0,13.0,27.19140870902844,3,3.0,11992.0,3,2
E,E01011784,27.191,13.8,15.2,27.191,3,3.0,11993.0,3,2
E,E01008265,27.189,15.1,14.000000000000002,27.189,3,3.0,11994.5,3,2
E,E01023538,27.189,17.299999999999997,11.200000000000001,27.189,3,3.0,11994.5,3,2
E,E01013517,27.184,14.899999999999999,14.000000000000002,27.184,3,3.0,11996.0,3,2
E,E01022739,27.183,21.7,11.3,27.183,3,3.0,11997.0,3,2
E,E01015869,27.18,17.8,11.4,27.18,3,3.0,11998.0,3,2
E,E01004917,27.178,15.0,13.900000000000002,27.178,3,3.0,12000.0,3,2
E,E01029326,27.178,12.4,11.600000000000001,27.178,3,3.0,12000.0,3,2
E,E01001338,27.178,13.900000000000002,12.3,27.178,3,3.0,12000.0,3,2
E,E01027319,27.176,17.0,12.1,27.176,3,3.0,12002.0,3,2
E,E01003106,27.175,17.7,11.4,27.175,3,3.0,12003.0,3,2
E,E01009922,27.174,18.3,11.600000000000001,27.174,3,3.0,12004.0,3,2
E,E01010601,27.172,12.4,9.4,27.172,3,3.0,12005.0,3,2
E,E01014523,27.171,13.700000000000001,14.499999999999998,27.171,3,3.0,12006.5,3,2
E,E01002084,27.171,15.6,9.700000000000001,27.171,3,3.0,12006.5,3,2
S,S01013428,29.298832881973,18.0,14.0,27.168121771599093,3,3.0,12008.0,3,2
E,E01006626,27.166,12.9,12.9,27.166,3,3.0,12009.5,3,2
E,E01028853,27.166,19.0,15.299999999999999,27.166,3,3.0,12009.5,3,2
E,E01012715,27.165,13.0,10.299999999999999,27.165,3,3.0,12011.0,3,2
E,E01027171,27.164,15.8,14.399999999999999,27.164,3,3.0,12012.0,3,2
E,E01003541,27.163,15.5,7.6,27.163,3,3.0,12013.0,3,2
S,S01013066,28.378483689894477,13.0,14.0,27.1627700182609,3,3.0,12014.0,3,2
E,E01004725,27.158,21.0,10.7,27.158,3,3.0,12016.0,3,2
E,E01027985,27.158,15.299999999999999,13.0,27.158,3,3.0,12016.0,3,2
E,E01016011,27.158,14.2,8.7,27.158,3,3.0,12016.0,3,2
E,E01007966,27.157,14.299999999999999,12.9,27.157,3,3.0,12018.0,3,2
E,E01032536,27.154,14.499999999999998,12.0,27.154,3,3.0,12019.0,3,2
W,W01001218,23.0,18.0,13.0,27.153823189317,4,3.0,12020.0,3,2
E,E01015095,27.153,15.299999999999999,12.4,27.153,3,3.0,12021.5,3,2
E,E01011286,27.153,9.700000000000001,9.4,27.153,3,3.0,12021.5,3,2
E,E01003545,27.152,14.899999999999999,9.4,27.152,3,3.0,12023.0,3,2
E,E01023496,27.148,10.6,17.7,27.148,3,3.0,12024.0,3,2
E,E01019211,27.146,11.5,8.6,27.146,3,3.0,12025.0,3,2
W,W01001760,23.8,19.0,10.0,27.144891091956566,4,3.0,12026.0,3,2
E,E01009862,27.144,19.0,15.299999999999999,27.144,3,3.0,12027.0,3,2
E,E01018147,27.143,17.2,10.100000000000001,27.143,3,3.0,12028.0,3,2
S,S01007796,28.205260464509845,20.0,10.0,27.142079892185834,3,3.0,12029.0,3,2
E,E01031321,27.142,17.9,13.8,27.142,3,3.0,12031.0,3,2
E,E01001672,27.142,18.8,9.3,27.142,3,3.0,12031.0,3,2
E,E01001371,27.142,16.6,10.299999999999999,27.142,3,3.0,12031.0,3,2
E,E01008833,27.141,17.5,14.799999999999999,27.141,3,3.0,12033.0,3,2
E,E01002600,27.138,16.900000000000002,10.299999999999999,27.138,3,3.0,12034.0,3,2
E,E01021267,27.137,17.299999999999997,13.5,27.137,3,3.0,12035.0,3,2
E,E01011489,27.136,18.0,10.6,27.136,3,3.0,12036.0,3,2
W,W01001829,24.6,17.0,6.0,27.13444829366739,4,3.0,12037.0,3,2
E,E01006854,27.133,13.900000000000002,13.700000000000001,27.133,3,3.0,12038.0,3,2
E,E01028056,27.131,16.900000000000002,13.100000000000001,27.131,3,3.0,12039.5,3,2
E,E01000499,27.131,18.8,9.5,27.131,3,3.0,12039.5,3,2
E,E01002028,27.129,14.6,9.4,27.129,3,3.0,12041.5,3,2
E,E01020824,27.129,17.5,13.8,27.129,3,3.0,12041.5,3,2
E,E01017619,27.127,18.0,12.8,27.127,3,3.0,12043.0,3,2
W,W01001713,23.7,18.0,10.0,27.12659440088501,4,3.0,12044.5,3,2
W,W01001278,23.7,18.0,10.0,27.12659440088501,4,3.0,12044.5,3,2
E,E01022134,27.126,15.9,13.3,27.126,3,3.0,12046.0,3,2
E,E01013750,27.125,21.5,11.5,27.125,3,3.0,12047.0,3,2
E,E01009856,27.124,16.5,12.6,27.124,3,3.0,12048.0,3,2
S,S01010978,28.54992455510455,20.0,11.0,27.12235643544969,3,3.0,12049.0,3,2
E,E01033620,27.122,7.000000000000001,4.8,27.122,3,3.0,12050.5,3,2
E,E01027931,27.122,16.400000000000002,12.8,27.122,3,3.0,12050.5,3,2
E,E01005986,27.119,13.4,13.100000000000001,27.119,3,3.0,12052.0,3,2
E,E01006550,27.117,12.1,7.6,27.117,3,3.0,12053.0,3,2
S,S01010064,29.62173899659364,20.0,14.0,27.111946842730713,3,3.0,12054.0,3,2
E,E01021554,27.111,18.6,14.7,27.111,3,3.0,12055.0,3,2
E,E01033205,27.107,15.0,15.6,27.107,3,3.0,12056.0,3,2
E,E01005727,27.106,17.5,12.7,27.106,3,3.0,12057.0,3,2
E,E01027906,27.104,17.8,12.2,27.104,3,3.0,12058.5,3,2
E,E01003563,27.104,16.5,8.200000000000001,27.104,3,3.0,12058.5,3,2
E,E01012870,27.103,11.4,7.199999999999999,27.103,3,3.0,12060.0,3,2
E,E01031109,27.102,15.299999999999999,14.399999999999999,27.102,3,3.0,12061.0,3,2
S,S01009830,28.893918825478227,20.0,12.0,27.10176943875774,3,3.0,12062.0,3,2
S,S01012172,29.972835072487555,20.0,15.0,27.10051557563988,3,3.0,12063.0,3,2
E,E01010595,27.1,15.5,11.4,27.1,3,3.0,12064.0,3,2
E,E01006839,27.099,12.5,15.2,27.099,3,3.0,12065.0,3,2
E,E01010602,27.098,12.8,8.3,27.098,3,3.0,12066.5,3,2
E,E01000222,27.098,16.3,13.0,27.098,3,3.0,12066.5,3,2
E,E01018489,27.097,14.7,9.0,27.097,3,3.0,12068.5,3,2
E,E01026694,27.097,11.200000000000001,8.4,27.097,3,3.0,12068.5,3,2
E,E01000972,27.096,20.8,14.7,27.096,3,3.0,12070.0,3,2
S,S01007082,29.070583159947816,21.0,12.0,27.093292528310254,3,3.0,12071.0,3,2
E,E01001762,27.09,13.8,9.9,27.09,3,3.0,12072.0,3,2
E,E01001170,27.089,14.7,11.3,27.089,3,3.0,12073.0,3,2
E,E01033100,27.088,17.599999999999998,9.8,27.088,3,3.0,12074.0,3,2
E,E01019496,27.079,15.8,14.299999999999999,27.079,3,3.0,12075.0,3,2
W,W01001168,23.0,19.0,13.0,27.078436427743682,4,3.0,12076.0,3,2
E,E01003185,27.075,17.7,10.2,27.075,3,3.0,12077.0,3,2
S,S01012850,28.85961880606177,16.0,14.0,27.074351135076018,3,3.0,12078.0,3,2
S,S01011827,26.31789066760092,10.0,10.0,27.071207061801545,4,3.0,12079.0,3,2
E,E01032423,27.07,15.4,13.3,27.07,3,3.0,12080.0,3,2
E,E01003573,27.069,14.7,8.200000000000001,27.069,3,3.0,12081.0,3,2
E,E01004033,27.067,19.1,10.2,27.067,3,3.0,12082.0,3,2
E,E01022050,27.062,18.0,15.299999999999999,27.062,3,3.0,12083.0,3,2
W,W01001337,22.9,18.0,13.0,27.06013973667213,4,3.0,12084.0,3,2
E,E01012432,27.06,17.299999999999997,15.2,27.06,3,3.0,12085.0,3,2
E,E01026782,27.059,10.2,10.100000000000001,27.059,3,3.0,12086.0,3,2
E,E01001637,27.056,18.7,11.1,27.056,3,3.0,12087.0,3,2
E,E01005341,27.055,13.0,9.8,27.055,3,3.0,12088.5,3,2
E,E01000128,27.055,17.1,10.299999999999999,27.055,3,3.0,12088.5,3,2
E,E01002595,27.052,17.7,10.8,27.052,3,3.0,12090.0,3,2
W,W01000273,23.7,19.0,10.0,27.0512076393117,4,3.0,12091.0,3,2
E,E01011229,27.05,9.2,6.800000000000001,27.05,3,3.0,12092.5,3,2
E,E01007879,27.05,17.599999999999998,10.6,27.05,3,3.0,12092.5,3,2
E,E01006587,27.049,16.2,14.7,27.049,3,3.0,12094.0,3,2
E,E01028582,27.047,10.9,6.7,27.047,3,3.0,12095.0,3,2
E,E01002712,27.046,15.5,9.0,27.046,3,3.0,12096.0,3,2
S,S01010437,29.75273051677464,21.0,14.0,27.044588013233763,3,3.0,12097.0,3,2
E,E01024291,27.039,18.5,10.100000000000001,27.039,3,3.0,12098.0,3,2
S,S01009436,29.02147113589619,19.0,13.0,27.03837757887316,3,3.0,12099.0,3,2
E,E01004533,27.038,18.4,12.9,27.038,3,3.0,12100.5,3,2
E,E01022681,27.038,17.4,11.4,27.038,3,3.0,12100.5,3,2
E,E01001969,27.037,16.900000000000002,9.6,27.037,3,3.0,12102.5,3,2
E,E01009176,27.037,15.6,11.4,27.037,3,3.0,12102.5,3,2
S,S01007081,27.0233015295484,14.0,10.0,27.035692448862537,3,3.0,12104.0,3,2
E,E01013618,27.035,17.9,14.799999999999999,27.035,3,3.0,12105.0,3,2
E,E01032810,27.034,22.6,14.299999999999999,27.034,3,3.0,12106.0,3,2
E,E01024535,27.033,14.799999999999999,13.100000000000001,27.033,3,3.0,12107.0,3,2
E,E01032254,27.029,15.8,9.5,27.029,3,3.0,12108.5,3,2
E,E01009867,27.029,14.299999999999999,12.1,27.029,3,3.0,12108.5,3,2
E,E01020225,27.028,16.8,14.099999999999998,27.028,3,3.0,12111.0,3,2
E,E01019492,27.028,17.2,14.6,27.028,3,3.0,12111.0,3,2
E,E01022649,27.028,18.3,12.4,27.028,3,3.0,12111.0,3,2
E,E01021295,27.027,16.2,11.0,27.027,3,3.0,12113.0,3,2
E,E01015477,27.024,15.2,9.5,27.024,3,3.0,12114.0,3,2
E,E01003357,27.022,22.6,12.1,27.022,3,3.0,12115.0,3,2
